date,sku_id,units_used,on_hand,stock_in_transit,lead_time_days,price_per_unit,is_holiday,patient_admissions,ved_category,fsn_category,days_cover,expiry_days_remaining,expiry_risk_bucket,sku_name,facility_id,facility_name,day_of_week,is_weekend,day_of_month,month,week_of_year,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,rolling_cv_7,rolling_cv_14,consumption_trend_7d,day_over_day_pct_change
07-02-2024,MED006,9,37,42,5.666666667,25.51333333,0,226,Vital,Slow,1.977099237,30,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,7,2,6,10,10,8,7,9,9.857142857,0.899735411,10.92857143,2.585887311,9.733333333,2.531638877,0.091,0.237,-0.214,-0.1
08-02-2024,MED006,6,69,38,4.333333333,30.58666667,0,180,Vital,Slow,5.962962963,180,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,8,2,6,9,9,11,17,8,9.142857143,1.573591585,10.14285714,2.248320496,9.666666667,2.604152299,0.172,0.222,-0.464,-0.333
09-02-2024,MED006,8,57,0,5,19.49666667,0,212,Vital,Slow,4.534090909,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,9,2,6,6,10,9,11,6,9,1.632993162,9.928571429,2.302650169,9.733333333,2.531638877,0.181,0.232,-0.607,0.333
10-02-2024,MED006,7,98,0,4.666666667,33.40666667,1,214,Vital,Slow,5.813559322,90,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,10,2,6,8,9,11,10,11,8.428571429,1.511857892,9.714285714,2.431478544,9.6,2.567703925,0.179,0.25,-0.536,-0.125
11-02-2024,MED006,12,75,0,6,32.91,1,214,Vital,Slow,5.585106383,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,11,2,6,7,6,10,10,9,8.714285714,1.97604704,9.857142857,2.507132682,9.7,2.601723567,0.227,0.254,0.071,0.714
12-02-2024,MED006,8,23,0,6,25.91666667,0,184,Vital,Slow,1.850574713,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,12,2,7,12,8,9,16,8,8.571428571,1.988059595,9.285714286,1.815682598,9.7,2.601723567,0.232,0.196,0.036,-0.333
13-02-2024,MED006,8,98,0,4.666666667,30.02333333,0,232,Vital,Slow,7.885057471,90,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,13,2,7,8,7,10,12,7,8.285714286,1.889822365,9,1.664100589,9.733333333,2.572176501,0.228,0.185,0.179,0
14-02-2024,MED006,9,34,43,5.333333333,19.35333333,0,193,Vital,Slow,2.479166667,30,CRITICAL (<30d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,14,2,7,8,12,9,8,8,8.285714286,1.889822365,9.071428571,1.639150142,9.766666667,2.555363977,0.228,0.181,0.357,0.125
15-02-2024,MED006,9,21,22,4.333333333,24.12333333,0,180,Vital,Slow,1.413461538,90,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,15,2,7,9,8,6,11,7,8.714285714,1.603567451,8.928571429,1.542439911,9.833333333,2.506313866,0.184,0.173,0.107,0
16-02-2024,MED006,13,27,0,4.666666667,19.58333333,0,209,Vital,Slow,1.834951456,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,16,2,7,9,8,8,9,8,9.428571429,2.225394561,9.214285714,1.888368096,10,2.546126199,0.236,0.205,0.464,0.444
17-02-2024,MED006,14,47,50,5.666666667,32.38333333,1,169,Vital,Slow,3.463157895,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,17,2,7,13,9,7,11,7,10.42857143,2.507132682,9.428571429,2.243427519,10.23333333,2.582211473,0.24,0.238,0.607,0.077
18-02-2024,MED006,6,22,55,7,41.86666667,1,202,Vital,Slow,2.109589041,30,CRITICAL (<30d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,18,2,7,14,9,12,10,11,9.571428571,2.878491669,9.142857143,2.413332929,10.06666667,2.69012669,0.301,0.264,0.357,-0.571
19-02-2024,MED006,10,24,0,4.666666667,12.51333333,0,211,Vital,Slow,1.714285714,60,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,19,2,8,6,13,8,9,13,9.857142857,2.794552524,9.214285714,2.423556555,9.966666667,2.632467485,0.284,0.263,0.179,0.667
20-02-2024,MED006,14,58,0,6.666666667,15.94333333,0,197,Vital,Slow,3.759259259,90,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,20,2,8,10,14,8,10,12,10.71428571,3.039423504,9.5,2.738612788,10.03333333,2.709922169,0.284,0.288,0.357,0.4
21-02-2024,MED006,8,35,0,6.333333333,17.47333333,0,188,Vital,Slow,2.474747475,180,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,21,2,8,14,6,9,9,9,10.57142857,3.154739443,9.428571429,2.76556534,10,2.729152957,0.298,0.293,-0.179,-0.429
22-02-2024,MED006,8,96,16,4,16.16666667,0,212,Vital,Slow,6.524271845,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,22,2,8,8,10,9,6,8,10.42857143,3.258688021,9.571428571,2.622807824,10,2.729152957,0.312,0.274,-0.679,0
23-02-2024,MED006,6,82,10,5.666666667,31.72333333,0,215,Vital,Slow,5.466666667,90,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,23,2,8,8,14,13,8,7,9.428571429,3.408672413,9.428571429,2.76556534,9.966666667,2.772815491,0.362,0.293,-0.786,-0.25
24-02-2024,MED006,9,88,0,6.333333333,25.90333333,1,204,Vital,Slow,8.324324324,90,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,24,2,8,6,8,14,7,17,8.714285714,2.751622898,9.571428571,2.680823229,9.7,2.437494474,0.316,0.28,-0.179,0.5
25-02-2024,MED006,9,88,17,5.666666667,17.67,1,191,Vital,Slow,6.039215686,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,25,2,8,9,8,6,12,11,9.142857143,2.478478796,9.357142857,2.590133435,9.633333333,2.428044954,0.271,0.277,-0.536,0
26-02-2024,MED006,8,22,40,5,25.98333333,0,212,Vital,Slow,1.375,30,CRITICAL (<30d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,26,2,9,9,6,10,8,10,8.857142857,2.478478796,9.357142857,2.590133435,9.566666667,2.445027795,0.28,0.277,-0.536,-0.111
27-02-2024,MED006,8,35,0,5.666666667,31.12,0,223,Vital,Slow,2.058823529,90,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,27,2,9,8,9,14,8,10,8,1,9.357142857,2.590133435,9.5,2.460025231,0.125,0.277,0.107,0
28-02-2024,MED006,7,83,0,4.666666667,32.26666667,0,177,Vital,Slow,5.330275229,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,28,2,9,8,9,8,9,16,7.857142857,1.069044968,9.214285714,2.665407212,9.2,2.171921126,0.136,0.289,0,-0.125
29-02-2024,MED006,9,51,42,4.333333333,25.85333333,0,199,Vital,Slow,2.605839416,60,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,29,2,9,7,8,8,9,12,8,1.154700538,9.214285714,2.665407212,9.1,2.10663975,0.144,0.289,0.143,0.286
01-03-2024,MED006,11,23,17,5,32.59333333,0,189,Vital,Slow,1.387931034,90,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,1,3,9,9,8,6,13,8,8.714285714,1.253566341,9.071428571,2.495050045,9.2,2.123757243,0.144,0.275,0.179,0.222
02-03-2024,MED006,10,79,0,5,29.08333333,1,188,Vital,Slow,5.585858586,365,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,2,3,9,11,7,9,14,11,8.857142857,1.345185418,8.785714286,2.082105866,9.166666667,2.102270256,0.152,0.237,0.357,-0.091
03-03-2024,MED006,10,86,0,4.666666667,12.05,1,174,Vital,Slow,7.166666667,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,3,3,9,10,9,9,6,9,9,1.414213562,9.071428571,1.940035119,9.2,2.107458021,0.157,0.214,0.5,0
04-03-2024,MED006,7,98,0,4.666666667,18.67666667,0,185,Vital,Slow,4.935251799,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,4,3,10,10,11,8,10,11,8.857142857,1.573591585,8.857142857,1.994497926,9.066666667,2.116166562,0.178,0.225,0.143,-0.3
05-03-2024,MED006,9,61,84,6.333333333,32.06333333,0,236,Vital,Slow,3.284615385,90,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,5,3,10,7,10,8,14,10,9,1.527525232,8.5,1.344504484,9.033333333,2.108821101,0.17,0.158,0.036,0.286
06-03-2024,MED006,8,59,0,6.333333333,21.27,0,173,Vital,Slow,3.2265625,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,6,3,10,9,10,7,8,9,9.142857143,1.345185418,8.5,1.344504484,9,2.117252611,0.147,0.158,-0.357,-0.111
07-03-2024,MED006,11,38,0,6,38.07666667,0,204,Vital,Slow,2.216666667,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,7,3,10,8,7,9,8,10,9.428571429,1.511857892,8.714285714,1.489892687,9.033333333,2.14127473,0.16,0.171,-0.179,0.375
08-03-2024,MED006,8,23,0,6.333333333,41.06333333,0,206,Vital,Slow,1.626262626,180,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,8,3,10,11,9,11,6,9,9,1.414213562,8.857142857,1.292412345,9,2.149578948,0.157,0.146,-0.107,-0.273
09-03-2024,MED006,8,93,0,6.333333333,20.04,1,183,Vital,Slow,8.1375,180,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,9,3,10,8,8,10,9,6,8.714285714,1.380131119,8.785714286,1.311403912,9.066666667,2.083321839,0.158,0.149,-0.071,0
10-03-2024,MED006,7,53,0,4,22.1,1,170,Vital,Slow,5.3,60,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,10,3,10,8,11,10,9,8,8.285714286,1.380131119,8.642857143,1.392681026,9.033333333,2.108821101,0.167,0.161,-0.071,-0.125
11-03-2024,MED006,8,73,0,6.333333333,26.31333333,0,188,Vital,Slow,5.059405941,30,CRITICAL (<30d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,11,3,11,7,8,7,8,7,8.428571429,1.272418021,8.642857143,1.392681026,9.066666667,2.083321839,0.151,0.161,-0.286,0.143
12-03-2024,MED006,7,77,0,4.333333333,36.11333333,0,166,Vital,Slow,5.734042553,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,12,3,11,8,8,9,8,12,8.142857143,1.345185418,8.571428571,1.452546078,8.9,2.040114939,0.165,0.169,-0.357,-0.125
13-03-2024,MED006,15,85,0,5.333333333,32.57666667,0,161,Vital,Slow,6.071428571,60,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,13,3,11,7,7,8,7,8,9.142857143,2.911389784,9.142857143,2.178819118,9.133333333,2.315365962,0.318,0.238,0.357,1.143
14-03-2024,MED006,9,69,3,5.666666667,22.39333333,0,164,Vital,Slow,4.689320388,60,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,14,3,11,15,8,11,9,8,8.857142857,2.794552524,9.142857143,2.178819118,9.166666667,2.305665187,0.316,0.238,0.607,-0.4
15-03-2024,MED006,6,24,0,4.666666667,30.58,0,175,Vital,Slow,1.208633094,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,15,3,11,9,7,8,11,9,8.571428571,2.992052966,8.785714286,2.259290952,9.066666667,2.377093753,0.349,0.257,0.179,-0.333
16-03-2024,MED006,7,83,0,5.666666667,20.03666667,1,226,Vital,Slow,6.835294118,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,16,3,11,6,15,8,10,9,8.428571429,3.047247001,8.571428571,2.277457615,9,2.406886671,0.362,0.266,-0.071,0.167
17-03-2024,MED006,7,86,0,5.666666667,22.38,1,183,Vital,Slow,6.840909091,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,17,3,11,7,9,7,10,13,8.428571429,3.047247001,8.357142857,2.273835893,8.8,2.310396294,0.362,0.272,-0.429,0
18-03-2024,MED006,8,55,13,6.333333333,23.23333333,0,199,Vital,Slow,3.85,90,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,18,3,12,7,6,8,7,14,8.428571429,3.047247001,8.428571429,2.243427519,8.6,2.094327314,0.362,0.266,-0.536,0.143
19-03-2024,MED006,8,62,15,5,34.59,0,199,Vital,Slow,4.988505747,365,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,19,3,12,8,7,7,9,6,8.571428571,2.992052966,8.357142857,2.239750771,8.666666667,2.039833214,0.349,0.268,-0.786,0
20-03-2024,MED006,10,32,30,4.333333333,26.45666667,0,202,Vital,Slow,2.635294118,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,20,3,12,8,7,15,8,10,7.857142857,1.345185418,8.5,2.278663576,8.666666667,2.039833214,0.171,0.268,0.286,0.25
21-03-2024,MED006,7,86,21,6,41.03,0,183,Vital,Slow,5.52293578,90,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,21,3,12,10,8,9,11,14,7.571428571,1.272418021,8.214285714,2.190137735,8.433333333,1.79430773,0.168,0.267,0.357,-0.3
22-03-2024,MED006,11,99,69,4.333333333,19.84333333,0,225,Vital,Slow,7.965517241,90,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,22,3,12,7,8,6,8,8,8.285714286,1.603567451,8.428571429,2.31098666,8.533333333,1.851994886,0.194,0.274,0.5,0.571
23-03-2024,MED006,8,57,0,6.333333333,25.77,1,178,Vital,Slow,4.639534884,180,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,23,3,12,11,10,7,8,8,8.428571429,1.511857892,8.428571429,2.31098666,8.533333333,1.851994886,0.179,0.274,0.286,-0.273
24-03-2024,MED006,13,67,5,6,32.70333333,1,212,Vital,Slow,5.329545455,180,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,24,3,12,8,7,7,7,6,9.285714286,2.138089935,8.857142857,2.567762955,8.766666667,1.95965045,0.23,0.29,0.571,0.625
25-03-2024,MED006,11,82,0,6.666666667,23.70666667,0,212,Vital,Slow,4.666666667,90,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,25,3,13,13,11,8,8,9,9.714285714,2.138089935,9.071428571,2.615465416,8.833333333,2.001436266,0.22,0.288,0.571,-0.154
26-03-2024,MED006,10,35,0,4.666666667,27.92,0,207,Vital,Slow,2.552083333,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,26,3,13,11,8,8,7,9,10,2,9.285714286,2.554891882,8.866666667,2.012603963,0.2,0.275,0.357,-0.091
27-03-2024,MED006,9,86,0,4.333333333,32.57666667,0,201,Vital,Slow,2.69955157,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,27,3,13,10,13,10,15,8,9.857142857,2.035400978,8.857142857,1.955550006,8.9,2.006025406,0.206,0.221,0.25,-0.1
28-03-2024,MED006,12,92,29,6.333333333,19.50666667,0,253,Vital,Slow,4.293333333,30,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,28,3,13,9,11,7,9,8,10.57142857,1.718249386,9.071428571,2.129076568,9.033333333,2.07586016,0.163,0.235,0.071,0.333
29-03-2024,MED006,10,62,0,5,29.91333333,0,192,Vital,Slow,3.444444444,90,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,29,3,13,12,10,11,6,7,10.42857143,1.718249386,9.357142857,1.94569121,9.133333333,2.046583921,0.165,0.208,0.071,-0.167
30-03-2024,MED006,9,80,0,4,36.37666667,1,224,Vital,Slow,6.021505376,180,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,30,3,13,10,9,8,7,9,10.57142857,1.511857892,9.5,1.829249531,9.133333333,2.046583921,0.143,0.193,-0.429,-0.1
31-03-2024,MED006,13,98,0,5.333333333,26.95666667,1,201,Vital,Slow,7.376344086,90,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,31,3,13,9,12,13,7,11,10.57142857,1.511857892,9.928571429,1.899971081,9.2,2.139932322,0.143,0.191,0.179,0.444
01-04-2024,MED006,9,75,0,4.666666667,31.39666667,0,244,Vital,Slow,4.411764706,365,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,1,4,14,13,10,11,8,10,10.28571429,1.603567451,10,1.839732422,9.166666667,2.134823474,0.156,0.184,0.071,-0.308
02-04-2024,MED006,9,97,0,6,26.59,0,202,Vital,Slow,5.432,90,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,2,4,14,9,9,10,8,10,10.14285714,1.67616342,10.07142857,1.774359504,9.133333333,2.12916259,0.165,0.176,-0.107,0
03-04-2024,MED006,18,96,0,6.333333333,24.16666667,0,209,Vital,Slow,5.6,365,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,3,4,14,9,13,9,10,7,11.42857143,3.309438163,10.64285714,2.762583597,9.5,2.635958244,0.29,0.26,0.571,1
04-04-2024,MED006,11,87,40,5.333333333,24.92,0,218,Vital,Slow,4.720930233,30,CRITICAL (<30d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,4,4,14,18,9,12,7,9,11.28571429,3.302235895,10.92857143,2.555966947,9.566666667,2.648139664,0.293,0.234,0.607,-0.389
05-04-2024,MED006,8,70,0,6,22.27333333,0,207,Vital,Slow,3.379310345,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,5,4,14,11,9,10,11,8,11,3.511884584,10.71428571,2.672612419,9.566666667,2.648139664,0.319,0.249,0.071,-0.273
06-04-2024,MED006,10,50,0,4.666666667,23.96666667,1,184,Vital,Slow,3.125,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,6,4,14,8,18,9,8,11,11.14285714,3.436498772,10.85714286,2.567762955,9.533333333,2.635740207,0.308,0.237,-0.321,0.25
07-04-2024,MED006,7,56,0,6.333333333,44.24333333,1,234,Vital,Slow,3.805825243,365,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,7,4,14,10,11,13,13,8,10.28571429,3.638419332,10.42857143,2.680823229,9.5,2.661993031,0.354,0.257,-0.5,-0.3
08-04-2024,MED006,7,67,46,6.666666667,14.43,0,198,Vital,Slow,4.835051546,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,8,4,15,7,8,9,11,8,10,3.829708431,10.14285714,2.824539251,9.466666667,2.687561814,0.383,0.278,-1.036,0
09-04-2024,MED006,7,82,0,5.666666667,30.93666667,0,194,Vital,Slow,6.307692308,90,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,9,4,15,7,10,9,10,7,9.714285714,3.98807747,9.928571429,2.947340019,9.466666667,2.687561814,0.411,0.297,-1.5,0
10-04-2024,MED006,9,22,8,6,23,0,213,Vital,Slow,1.524752475,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,10,4,15,7,7,18,9,8,8.428571429,1.618347187,9.928571429,2.947340019,9.5,2.674915403,0.192,0.297,-0.393,0.286
11-04-2024,MED006,8,60,58,4.666666667,16.87,0,172,Vital,Slow,4.329896907,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,11,4,15,9,7,11,12,7,8,1.154700538,9.642857143,2.924883768,9.533333333,2.648790659,0.144,0.303,-0.071,-0.111
12-04-2024,MED006,9,44,0,7,38.04333333,0,165,Vital,Slow,2.905660377,60,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,12,4,15,8,7,8,10,15,8.142857143,1.214985793,9.571428571,2.927700219,9.333333333,2.440086676,0.149,0.306,0.036,0.125
13-04-2024,MED006,9,65,0,5,29.01666667,1,239,Vital,Slow,5.986842105,90,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,13,4,15,9,9,10,9,9,8,1,9.571428571,2.927700219,9.333333333,2.440086676,0.125,0.306,0.393,0
14-04-2024,MED006,7,63,68,5.666666667,20.08,1,200,Vital,Slow,5.5125,30,CRITICAL (<30d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,14,4,15,9,8,7,13,6,8,1,9.142857143,2.824539251,9.366666667,2.399473122,0.125,0.309,0.143,-0.222
15-04-2024,MED006,11,53,0,6,21.53666667,0,184,Vital,Slow,3.601941748,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,15,4,16,7,9,7,9,7,8.571428571,1.397276262,9.285714286,2.867015909,9.5,2.374432782,0.163,0.309,0.321,0.571
16-04-2024,MED006,6,43,0,4,27.21,0,187,Vital,Slow,2.922330097,90,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,16,4,16,11,9,7,9,7,8.428571429,1.618347187,9.071428571,2.999084109,9.466666667,2.417370092,0.192,0.331,-0.179,-0.455
17-04-2024,MED006,8,21,0,6,20.62333333,0,201,Vital,Slow,1.580645161,180,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,17,4,16,6,7,9,18,8,8.285714286,1.603567451,8.357142857,1.549547967,9.466666667,2.417370092,0.194,0.185,-0.143,0.333
18-04-2024,MED006,9,37,8,5.666666667,29.34,0,217,Vital,Slow,2.616161616,365,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,18,4,16,8,11,8,11,8,8.428571429,1.618347187,8.214285714,1.368804724,9.5,2.403302326,0.192,0.167,-0.107,0.125
19-04-2024,MED006,9,22,72,6,31.90333333,0,187,Vital,Slow,1.790697674,30,CRITICAL (<30d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,19,4,16,9,6,9,8,10,8.428571429,1.618347187,8.285714286,1.38278267,9.466666667,2.403063179,0.192,0.167,0.036,0
20-04-2024,MED006,6,81,19,4.666666667,27.32333333,1,156,Vital,Slow,6.914634146,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,20,4,16,9,8,9,10,7,8,1.825741858,8,1.414213562,9.433333333,2.445027795,0.228,0.177,-0.143,-0.333
21-04-2024,MED006,9,62,0,4.666666667,22.93,1,180,Vital,Slow,4.520833333,30,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,21,4,16,6,9,7,7,11,8.285714286,1.799470822,8.142857143,1.406421693,9.366666667,2.428044954,0.217,0.173,-0.179,0.5
22-04-2024,MED006,7,94,26,5.333333333,26.22666667,0,201,Vital,Slow,7.075268817,180,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,22,4,17,9,9,11,7,8,7.714285714,1.380131119,8.142857143,1.406421693,9.333333333,2.454177766,0.179,0.173,0.071,-0.222
23-04-2024,MED006,7,100,7,6,41.39,0,207,Vital,Slow,4.861111111,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,23,4,17,7,6,6,7,13,7.857142857,1.214985793,8.142857143,1.406421693,9.133333333,2.388670577,0.155,0.173,-0.25,0
24-04-2024,MED006,7,90,52,5,12.20333333,0,215,Vital,Slow,6.70212766,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,24,4,17,7,9,8,9,11,7.714285714,1.253566341,8,1.414213562,9,2.39251707,0.162,0.177,-0.321,0
25-04-2024,MED006,15,79,4,5.666666667,19.68,0,203,Vital,Slow,3.477987421,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,25,4,17,7,7,9,8,10,8.571428571,3.047247001,8.5,2.34520788,9.166666667,2.62722265,0.356,0.276,0.643,1.143
26-04-2024,MED006,9,20,86,3.666666667,24.66,0,174,Vital,Slow,1.308411215,180,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,4,0,26,4,17,15,7,9,9,9,8.571428571,3.047247001,8.5,2.34520788,9.166666667,2.62722265,0.356,0.276,0.75,-0.4
27-04-2024,MED006,10,87,7,5.666666667,15.11666667,1,184,Vital,Slow,6.151515152,365,LOW (>180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,5,1,27,4,17,9,7,6,9,12,9.142857143,2.853569194,8.571428571,2.376626106,9.1,2.577756309,0.312,0.277,0.536,0.111
28-04-2024,MED006,13,39,0,6.333333333,25.56,1,192,Vital,Slow,2.873684211,180,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,6,1,28,4,17,10,15,9,7,10,9.714285714,3.199702367,9,2.601774542,9.2,2.670399686,0.329,0.289,0.929,0.3
29-04-2024,MED006,10,82,0,5.666666667,29.04333333,0,176,Vital,Slow,5.035087719,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,0,0,29,4,18,13,9,7,11,9,10.14285714,2.968084199,8.928571429,2.555966947,9.233333333,2.674055854,0.293,0.286,0.571,-0.231
30-04-2024,MED006,9,94,0,5,33.55333333,0,170,Vital,Slow,5.483333333,60,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,1,0,30,4,18,10,10,7,6,13,10.42857143,2.699206233,9.142857143,2.413332929,9.1,2.577756309,0.259,0.264,0,-0.1
01-05-2024,MED006,9,70,31,5.333333333,35.6,0,196,Vital,Slow,4.666666667,60,HIGH (30-90d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,2,0,1,5,18,9,13,7,8,9,10.71428571,2.360387377,9.214285714,2.391606201,9.1,2.577756309,0.22,0.26,-0.643,0
02-05-2024,MED006,9,56,0,6.333333333,23.62,0,235,Vital,Slow,3.408695652,60,MEDIUM (90-180d),Insulin Injection 40 IU/ml,FAC001,Urban PHC Kalyan,3,0,2,5,18,9,10,15,9,9,9.857142857,1.463850109,9.214285714,2.391606201,9.1,2.577756309,0.149,0.26,-0.214,0
